Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
19	-4.624161	0.0	-4.624161	-4.624161	3170.0	0.0	3170.0	3170.0	1000.0	36290.0	1.8145	-0.17898166	0.57089293	1.6976024	-2.4068992	109.76048	2.431753	110.296776	60.717377	-3.194809e-08	-0.013721156	-5.508423e-06	0.2457904	1.1284378	-1.0664324	95539.02	-8204.641	0	0	2.0	1.8323789	0.0048773196	20000	225.2198977470398
20	0.7289584	0.0	0.7289584	0.7289584	0.0	0.0	0.0	0.0	1000.0	36290.0	1.7280952380952381	-0.350625	0.25478357	0.62048227	-0.97940713	130.21236	1.2876191	130.34299	105.19498	1.9073487e-09	-0.011886109	-1.8005371e-06	-0.051853146	0.53315794	-0.49381655	14429.944	-2507.2812	0	0	6.0	1.831945	0.009812179	21000	236.84323525428772
21	-0.64217854	0.0	-0.64217854	-0.64217854	0.0	0.0	0.0	0.0	1000.0	36290.0	1.6495454545454546	0.00016617203	0.5542878	1.017095	-1.1387794	118.95084	4.644949	121.92	76.58392	-1.5497207e-08	-0.01086942	-8.811951e-07	0.016229805	0.8629005	-0.8311871	12039.408	-11350.093	0	0	6.0	1.8303765	0.011554503	22000	247.721519947052
22	-0.18318763	0.0	-0.18318763	-0.18318763	0.0	0.0	0.0	0.0	1000.0	36290.0	1.5778260869565217	-0.1325205	0.27228266	0.68332446	-0.92072165	19.086866	15.147919	113.142426	-34.382492	9.298325e-09	-0.009088415	-3.051758e-08	0.09965131	0.24684557	-0.21165197	490.87247	-404.192	0	0	1.0	1.830411	0.008666756	23000	259.8736894130707
23	0.8260942	0.0	0.8260942	0.8260942	0.0	0.0	0.0	0.0	1000.0	36290.0	1.5120833333333332	-0.11412161	0.41306847	0.67072767	-1.6493639	14.580156	22.529617	114.055214	-68.38528	5.2452087e-09	-0.018253218	-1.373291e-07	-0.07577394	0.58038807	-0.5196462	651.0289	-566.3843	0	0	7.0	1.830344	0.011030039	24000	271.0405230522156
24	0.1613835	0.0	0.1613835	0.1613835	1170.0	0.0	1170.0	1170.0	1000.0	37460.0	1.4984	0.17820026	0.47359338	1.247392	-0.86691254	1.8826345	5.934603	49.9356	-82.38383	8.8214875e-09	-0.0076792063	1.7089844e-06	0.14946835	0.56322145	-0.51767933	29026.084	-6851.076	0	0	2.0	1.8298614	0.010110656	25000	281.73973536491394
25	0.20603874	0.0	0.20603874	0.20603874	400.0	0.0	400.0	400.0	1000.0	37860.0	1.4561538461538461	0.17225964	0.42072082	1.3804972	-0.8764279	38.445766	4.613327	80.29959	32.35794	1.835823e-08	-0.013221681	-5.0544736e-07	-0.010094976	0.20960437	-0.16837786	1304.5209	-44.8208	0	0	4.0	1.8291316	0.011693734	26000	293.7874126434326
26	1.1695272	0.0	1.1695272	1.1695272	1180.0	0.0	1180.0	1180.0	1000.0	39040.0	1.4459259259259258	0.007718594	0.3567681	0.92648035	-1.0089633	39.4199	4.9048643	85.53689	14.606803	-1.168251e-08	-0.007786641	-7.2479246e-08	-0.04808498	0.36862877	-0.33381724	28175.924	-1394.2422	0	0	4.0	1.8272719	0.014225441	27000	304.5603561401367
27	1.6214147	0.0	1.6214147	1.6214147	0.0	0.0	0.0	0.0	1000.0	39040.0	1.3942857142857144	0.30016556	0.42952672	1.2483909	-0.5329873	46.347275	1.6492522	61.758163	5.8155613	1.4781952e-08	-0.02350697	-4.882813e-07	-0.011359891	0.5849935	-0.53010815	1834.4113	-561.6566	0	0	14.0	1.8249707	0.0131894965	28000	315.77923130989075
28	1.789952	0.0	1.789952	1.789952	770.0	0.0	770.0	770.0	1000.0	39810.0	1.3727586206896552	-0.13160996	0.2315255	0.7202759	-0.9290523	39.69853	3.5404224	90.44458	37.958538	8.5830685e-09	-0.014957065	2.4032593e-06	-0.12367844	0.28891063	-0.2625911	8334.849	-810.1426	0	0	6.0	1.8216228	0.010406869	29000	326.598347902298
29	-2.2423928	0.0	-2.2423928	-2.2423928	0.0	0.0	0.0	0.0	1000.0	39810.0	1.327	0.11107275	0.20386766	0.7547784	-0.43036336	44.403263	7.032855	110.11431	26.35072	3.576279e-08	-0.018944504	7.400513e-07	-0.039450113	0.3793697	-0.30239135	1751.3131	-636.3074	0	0	7.0	1.8212906	0.0078416	30000	337.42229652404785
30	0.42913184	0.0	0.42913184	0.42913184	0.0	0.0	0.0	0.0	1000.0	39810.0	1.2841935483870968	0.2684084	0.642896	1.9575198	-1.626589	37.467453	6.1167474	92.4654	-13.25018	3.33786e-08	-0.014719325	1.2207032e-07	0.010868309	0.99590904	-0.94632787	1247.9296	-497.02228	0	0	4.0	1.8224461	0.010296601	31000	349.1128439903259
31	-2.165947	0.0	-2.165947	-2.165947	0.0	0.0	0.0	0.0	1000.0	39810.0	1.2440625	0.16476594	0.4553424	1.6502591	-1.0104561	30.167027	2.1914134	52.82421	-6.2220917	3.576279e-08	-0.010922431	-1.6880036e-07	0.032272644	0.7252115	-0.6885571	781.7309	-229.27441	0	0	4.0	1.8232243	0.013225018	32000	359.8372428417206
32	1.5468645	0.0	1.5468645	1.5468645	0.0	0.0	0.0	0.0	1000.0	39810.0	1.2063636363636363	-0.052592155	0.3710072	0.7830686	-1.3882023	25.888105	2.214738	65.197136	19.174213	4.529953e-09	-0.02231329	-1.7499924e-07	-0.00084836676	0.38156506	-0.34339514	576.62823	-170.96921	0	0	13.0	1.8242342	0.0132859135	33000	370.9766364097595
33	-1.8884127	0.0	-1.8884127	-1.8884127	3010.0	0.0	3010.0	3010.0	1000.0	42820.0	1.2594117647058825	0.08005183	0.4232776	1.2724036	-1.1343031	22.00339	2.7220485	96.953926	20.446028	-4.529953e-08	-0.0086278245	-7.652283e-06	0.14149848	0.46701473	-0.4436391	99568.38	-41720.54	0	0	2.0	1.8214447	0.0029474462	34000	381.7534430027008
34	3.1574697	0.0	3.1574697	3.1574697	5510.0	0.0	5510.0	5510.0	1000.0	48330.0	1.3808571428571428	-0.31396082	0.46803233	0.86125255	-1.1646369	124.1364	4.922912	125.93742	66.9149	1.3351441e-08	-0.006501111	-1.0871887e-05	2.8750842	0.4674137	-0.43910518	258984.73	-38498.17	0	0	3.0	1.8205085	0.011320229	35000	392.708744764328
35	-0.39558694	0.0	-0.39558694	-0.39558694	60.0	0.0	60.0	60.0	1000.0	48390.0	1.3441666666666667	-0.064227246	0.5440522	2.1994855	-1.2844247	174.95724	0.8106713	175.00275	150.9915	-6.437302e-09	-0.006017365	1.3446808e-06	0.02727659	0.6383609	-0.60717833	24214.54	-3505.0586	0	0	1.0	1.8191426	0.01013792	36000	404.16700196266174
36	-1.9287468	0.0	-1.9287468	-1.9287468	0.0	0.0	0.0	0.0	1000.0	48390.0	1.307837837837838	-0.37827203	0.3133881	0.78762037	-1.2795866	162.95235	1.6560869	163.23325	140.31436	3.051758e-08	-0.010729625	2.4223328e-07	0.0067864535	0.36834985	-0.33454692	22593.13	-5053.951	0	0	2.0	1.818426	0.006126073	37000	414.87528443336487
37	-4.62602	0.0	-4.62602	-4.62602	130.0	0.0	130.0	130.0	1000.0	48520.0	1.276842105263158	0.0001620636	0.46458778	1.2423121	-1.3846911	144.40042	7.2137213	145.46971	-55.320606	-5.2213668e-08	-0.013379326	-4.882813e-07	-0.12842153	0.8869163	-0.8534239	15254.663	-6877.51	0	0	4.0	1.8173134	0.0076308697	38000	425.8636713027954
38	-1.0167447	0.0	-1.0167447	-1.0167447	0.0	0.0	0.0	0.0	1000.0	48520.0	1.244102564102564	-0.7294286	0.5844306	0.6933808	-2.7280138	99.284904	19.501095	117.952286	7.296378	-7.152557e-09	-0.019913763	6.713867e-07	0.0070854337	0.897342	-0.87478954	8482.385	-7990.9463	0	0	7.0	1.8160565	0.014108569	39000	436.7964789867401
39	0.8008702	0.0	0.8008702	0.8008702	720.0	0.0	720.0	720.0	1000.0	49240.0	1.231	-0.035877742	0.24379528	0.61613536	-0.96733356	12.958269	12.728182	72.99797	-100.5593	-6.3180923e-09	-0.004658149	1.3580323e-06	-0.2383808	0.43231574	-0.3768559	10855.349	-3115.2344	0	0	1.0	1.8145331	0.012487222	40000	447.51223158836365
40	0.040101822	0.0	0.040101822	0.040101822	840.0	0.0	840.0	840.0	1000.0	50080.0	1.2214634146341463	0.25554553	0.28870213	1.1207914	-0.8629636	49.18135	7.196132	100.41705	16.452503	1.9073486e-08	-0.010629543	1.2207032e-07	-0.092579715	0.5571201	-0.48037487	3275.8333	-748.5005	0	0	2.0	1.8142128	0.008365934	41000	459.2003872394562
41	4.969184	0.0	4.969184	4.969184	0.0	0.0	0.0	0.0	1000.0	50080.0	1.1923809523809523	0.021865753	0.48137802	1.2463951	-1.3933098	65.08356	6.189482	100.20021	31.072947	9.536744e-10	-0.007170449	-8.392334e-08	-0.014742287	0.44023037	-0.41388744	3578.2334	-2995.4858	0	0	2.0	1.8132968	0.010589872	42000	470.06267833709717
42	0.86464214	0.0	0.86464214	0.86464214	0.0	0.0	0.0	0.0	1000.0	50080.0	1.1646511627906977	0.6375565	0.39886406	1.9193115	-0.51176465	24.390282	7.753012	65.13881	-95.95121	-1.4305115e-09	-0.00737524	5.1879886e-07	-0.03715253	0.3955745	-0.35320625	567.89886	-519.81177	0	0	1.0	1.8122753	0.0058723427	43000	480.954464673996
43	-3.9768527	0.0	-3.9768527	-3.9768527	0.0	0.0	0.0	0.0	1000.0	50080.0	1.1381818181818182	0.2832895	0.395229	1.3718839	-1.0192118	4.648542	7.255352	54.21513	-75.84641	1.6212464e-08	-0.010774934	2.5939943e-07	-0.013346528	0.98356855	-0.9376608	72.25705	-60.612022	0	0	2.0	1.8116531	0.0064005335	44000	491.6971709728241
44	3.97641	0.0	3.97641	3.97641	20.0	0.0	20.0	20.0	1000.0	50100.0	1.1133333333333333	-0.4352049	0.38224933	0.56793165	-2.0384552	5.1275587	7.706794	68.82723	-4.756323	1.4185906e-08	-0.013821275	2.2888184e-08	0.028713875	1.143961	-1.1095644	96.32539	-67.1511	0	0	2.0	1.8105514	0.013775156	45000	502.6486475467682
45	-1.1906931	0.0	-1.1906931	-1.1906931	2440.0	0.0	2440.0	2440.0	1000.0	52540.0	1.1421739130434783	0.33897796	0.24998057	1.1880802	-0.49804172	1.3885907	4.573097	94.69073	-21.359743	-1.7881394e-08	-0.009038293	-3.90625e-06	1.2488331	0.4617616	-0.42117852	90882.27	-30360.133	0	0	4.0	1.8094574	0.01784697	46000	514.4851911067963
46	-0.3150013	0.0	-0.3150013	-0.3150013	0.0	0.0	0.0	0.0	1000.0	52540.0	1.117872340425532	-0.07868169	0.375272	0.7588676	-1.4068072	75.508766	5.205036	96.374825	26.474804	1.6689301e-09	-0.013562943	1.2111664e-06	0.001677309	0.5371041	-0.43418154	5150.637	-2720.8333	0	0	6.0	1.8083749	0.013188552	47000	525.4248611927032
47	1.897071	0.0	1.897071	1.897071	3230.0	0.0	3230.0	3230.0	1000.0	55770.0	1.161875	-0.07582847	0.34730002	1.0487868	-1.5866785	54.67385	1.8952765	83.13047	38.269924	3.528595e-08	-0.015721401	-1.1100769e-06	0.9240212	0.38134563	-0.31026125	92612.766	-34268.91	0	0	7.0	1.8084923	0.011232616	48000	536.4821407794952
48	-1.5484118	0.0	-1.5484118	-1.5484118	0.0	0.0	0.0	0.0	1000.0	55770.0	1.1381632653061224	0.109938525	0.46250772	1.5128001	-1.4438498	132.97186	13.46899	143.59746	73.700905	-2.8371812e-08	-0.0055201324	3.3569336e-07	-0.035355225	0.6102678	-0.56029207	14910.704	-13771.007	0	0	2.0	1.8082802	0.005609009	49000	547.405891418457
49	-2.324699	0.0	-2.324699	-2.324699	6240.0	0.0	6240.0	6240.0	1000.0	62010.0	1.2402	-0.18209644	0.31831703	0.64394677	-1.0344182	39.27428	34.76899	122.6272	-78.18484	-1.7344952e-08	-0.0150369555	-7.354736e-06	-1.7604508	0.3355382	-0.2836617	351727.4	-128339.05	0	0	4.0	1.8081832	0.024009472	50000	558.3145089149475
50	1.2402825	0.0	1.2402825	1.2402825	1610.0	0.0	1610.0	1610.0	1000.0	63620.0	1.247450980392157	-0.19607061	0.3793374	0.7700609	-1.2128364	179.32115	7.0094533	181.42746	100.6963	-7.7486035e-09	-0.008682471	1.838684e-06	-0.04202943	0.6169146	-0.5480403	11514.493	-6.6035156	0	0	2.0	1.8080425	0.0039423555	51000	570.0235192775726
51	0.98769957	0.0	0.98769957	0.98769957	0.0	0.0	0.0	0.0	1000.0	63620.0	1.2234615384615384	0.23054837	0.4280713	1.3574053	-0.8342867	181.6296	8.842957	184.8726	110.810295	-2.4795533e-08	-0.0067661447	-3.2424927e-07	0.02357346	0.10947146	-0.08000619	28117.088	-17310.084	0	0	4.0	1.8078299	0.012228953	52000	581.0330626964569
52	2.6914554	0.0	2.6914554	2.6914554	0.0	0.0	0.0	0.0	1000.0	63620.0	1.2003773584905661	0.16477628	0.4857748	1.7016853	-0.9909298	148.02971	29.191368	170.65225	52.09586	-4.768372e-10	-0.013192718	5.0354004e-07	-0.17942756	0.49893603	-0.42124805	19388.28	-14800.937	0	0	6.0	1.808385	0.012588834	53000	591.9459438323975
53	-0.77401686	0.0	-0.77401686	-0.77401686	0.0	0.0	0.0	0.0	1000.0	63620.0	1.1781481481481482	0.083831675	0.5263858	1.5500515	-1.0063379	68.72079	15.363573	129.98347	46.863914	2.9802322e-08	-0.016386453	-5.1879886e-07	0.11299103	0.653719	-0.5752905	3991.6216	-2427.029	0	0	7.0	1.8084126	0.013111466	54000	603.8002116680145
54	-3.6216838	0.0	-3.6216838	-3.6216838	0.0	0.0	0.0	0.0	1000.0	63620.0	1.1567272727272728	0.13159198	0.57285005	1.3688731	-1.5956453	47.318493	12.836984	116.68304	21.676245	-2.6941299e-08	-0.010734911	4.5776368e-08	-0.05727773	1.5846548	-1.5079185	2146.6462	-1213.6711	0	0	5.0	1.8100704	0.01769963	55000	615.1226017475128
55	-0.17009753	0.0	-0.17009753	-0.17009753	3010.0	0.0	3010.0	3010.0	1000.0	66630.0	1.1898214285714286	-0.06824188	0.83309674	2.5308225	-1.6544052	31.713675	7.463736	106.63027	-59.97028	-8.5830685e-09	-0.009364149	-1.8310546e-06	0.086779386	0.5933601	-0.55499136	146567.22	-33721.875	0	0	2.0	1.8106176	0.0054161954	56000	627.9900441169739
56	0.15723732	0.0	0.15723732	0.15723732	3620.0	0.0	3620.0	3620.0	1000.0	70250.0	1.2324561403508771	-0.3219922	0.311098	0.7476623	-1.4323125	114.35001	18.12217	146.45555	65.96688	-1.168251e-08	-0.00847194	2.5672912e-06	0.9694422	0.32895043	-0.29686958	154143.34	-25467.29	0	0	2.0	1.8102517	0.0050186976	57000	639.3465917110443
57	-1.0727726	0.0	-1.0727726	-1.0727726	0.0	0.0	0.0	0.0	1000.0	70250.0	1.2112068965517242	-0.106100604	0.4108723	0.90873235	-1.1172642	166.46822	18.9338	184.96957	4.987158	4.0650367e-08	-0.0046703033	2.1362305e-07	0.00022680665	1.1301972	-1.0552797	23652.871	-9760.008	0	0	1.0	1.80983	0.0069602	58000	650.1058392524719
58	-0.90008307	0.0	-0.90008307	-0.90008307	6560.0	0.0	6560.0	6560.0	1000.0	76810.0	1.301864406779661	0.78074133	0.9222776	3.4088418	-1.1079664	107.32198	25.713331	168.49988	-8.373949	1.9550324e-08	-0.0081920745	8.537292e-06	2.86531	2.76862	-2.6906984	463427.2	-68665.78	0	0	2.0	1.809686	0.003788934	59000	661.0928750038147
59	-0.23798384	0.0	-0.23798384	-0.23798384	0.0	0.0	0.0	0.0	1000.0	76810.0	1.2801666666666667	0.5254015	0.617357	2.2344196	-1.494649	202.74895	6.974119	205.14711	44.663185	-1.9550324e-08	-0.011219171	3.101349e-06	-0.0030499382	0.9121861	-0.8917302	34952.863	-5635.867	0	0	7.0	1.8096855	0.017935025	60000	672.03244805336
60	3.1516235	0.0	3.1516235	3.1516235	360.0	0.0	360.0	360.0	1000.0	77170.0	1.2650819672131148	-0.11208641	0.37101656	0.6140584	-1.6701429	187.01071	3.7319608	191.47066	130.68347	-6.6757204e-09	-0.013240312	1.0223389e-06	-0.10313442	0.4010097	-0.3780062	20061.285	-4218.619	0	0	2.0	1.8087647	0.004882535	61000	683.7820844650269
61	2.3768907	0.0	2.3768907	2.3768907	890.0	0.0	890.0	890.0	1000.0	78060.0	1.2590322580645161	0.45519495	0.43619904	1.4834315	-0.7824786	169.4907	6.2548604	176.31392	114.129105	1.168251e-08	-0.021267956	-9.3841555e-07	0.08158876	0.67977834	-0.6269995	14367.686	-1849.8096	0	0	4.0	1.8084483	0.013676491	62000	694.8029932975769
62	3.006086	0.0	3.006086	3.006086	180.0	0.0	180.0	180.0	1000.0	78240.0	1.2419047619047618	0.41256526	0.5414645	1.6032965	-1.4391353	155.8492	8.969466	166.93478	92.53216	-7.390976e-09	-0.005021689	-2.0408631e-06	0.09120904	0.86648023	-0.7984894	20473.537	-16524.127	0	0	4.0	1.8074205	0.011232689	63000	705.686925649643
63	-11.192461	0.0	-11.192461	-11.192461	820.0	0.0	820.0	820.0	1000.0	79060.0	1.2353125	-0.095788226	0.46283448	1.2625364	-1.3831376	66.683815	35.813957	129.65741	-95.36131	-4.0411948e-08	-0.011238907	-9.155273e-07	0.08434757	1.7188907	-1.4731109	17311.893	-4389.783	0	0	2.0	1.805224	0.0026412539	64000	716.4446108341217
64	3.3043895	0.0	3.3043895	3.3043895	220.0	0.0	220.0	220.0	1000.0	79280.0	1.2196923076923076	-0.9934564	0.46569362	0.34773692	-2.3928185	35.7255	16.818316	95.675766	-45.346558	-3.71933e-08	-0.010750468	3.8146973e-07	0.023562973	1.6601404	-1.6247983	970.2085	-459.69598	0	0	4.0	1.8041128	0.016356448	65000	727.4505109786987
65	7.1202135	0.0	7.1202135	7.1202135	4210.0	0.0	4210.0	4210.0	1000.0	83490.0	1.265	0.15238874	0.8132415	2.5505767	-2.1763036	26.130997	8.62451	87.89374	-9.306764	1.1444092e-08	-0.010091786	9.460449e-06	0.41218057	2.4840271	-2.2800062	207139.52	-77892.74	0	0	2.0	1.8025396	0.0050358735	66000	739.6427946090698
66	-2.4207423	0.0	-2.4207423	-2.4207423	0.0	0.0	0.0	0.0	1000.0	83490.0	1.2461194029850746	0.7819518	0.52834034	2.4283144	-1.0585631	133.12631	23.785202	169.94452	-82.78396	-5.1498414e-08	-0.0041785515	3.8223266e-06	-0.03259115	1.1599675	-1.118967	15353.847	-6517.2227	0	0	1.0	1.8016453	0.011662045	67000	750.376914024353
67	2.1215773	0.0	2.1215773	2.1215773	3380.0	0.0	3380.0	3380.0	1000.0	86870.0	1.2775	0.08865775	0.5042814	1.3956938	-1.808827	96.17867	46.63582	144.2601	-44.19731	-1.9073486e-08	-0.012561541	-4.7454832e-06	-0.36057094	0.23039575	-0.21169934	115292.445	-26711.867	0	0	2.0	1.801255	0.0064611724	68000	761.2689368724823
68	-13.5082245	0.0	-13.5082245	-13.5082245	0.0	0.0	0.0	0.0	1000.0	86870.0	1.258985507246377	0.034728497	0.5065459	1.0851873	-1.8237697	151.64062	18.007076	176.84744	70.35113	-2.503395e-08	-0.013581686	-1.1520385e-06	-0.013231094	3.1463375	-2.8075864	20083.305	-11077.435	0	0	2.0	1.8007851	0.011132034	69000	772.3762357234955
69	-1.6734121	0.0	-1.6734121	-1.6734121	0.0	0.0	0.0	0.0	1000.0	86870.0	1.241	-0.8532628	0.73066074	1.6542373	-5.788711	112.49003	23.119652	168.57835	38.79788	1.1444092e-08	-0.007680336	-4.5776368e-08	0.028852342	1.2900295	-1.2689487	11845.484	-10306.831	0	0	2.0	1.8006176	0.007565624	70000	783.2201926708221
