Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
90	-435.64487	75.84572	-325.52258	-525.4567	-339.6793	299.16562	-0.38994193	-935.12256	1000.0	1000.0	399.0	841.195	2590.0	0.0	183.0	542.3661	1810.0	0.0	900000.0	1080.1083	1093.0596	3406.8313	-77.968704	-1095.9956	183.59233	9471.126925468445
91	-306.90625	148.14432	-133.7	-485.1677	-381.24188	198.14754	-68.537155	-667.3254	1000.0	1000.0	89.0	196.28806	630.0	0.0	238.0	675.14886	2710.0	0.0	910000.0	1094.2839	1118.9656	3547.855	-125.60512	-1102.3398	243.154	9576.681507110596
92	-301.05585	125.432106	-7.291944	-497.7521	-366.8483	201.62233	-0.00047735017	-727.0973	1000.0	1000.0	1235.0	1484.2927	4160.0	0.0	359.0	811.461	3250.0	0.0	920000.0	1020.79486	1029.8175	3714.571	-123.00725	-1030.461	260.90643	9682.031861305237
93	-264.84808	109.93201	-95.86373	-438.2331	-334.7904	236.55511	0.6926497	-697.21295	1000.0	1000.0	1536.0	3071.5312	8200.0	0.0	503.5	1518.589	5530.0	0.0	930000.0	1006.63116	1015.0369	3387.709	-96.58472	-1013.6796	248.49123	9786.950410366058
94	-360.6992	152.25183	-159.96216	-679.32587	-302.47003	178.94164	1.2129822	-612.42737	1000.0	1000.0	487.0	749.56055	1820.0	0.0	587.0	936.1362	3320.0	0.0	940000.0	863.98444	875.3938	3120.7869	-97.75195	-869.617	251.9373	9891.439466953278
95	-407.03876	190.61575	-82.73317	-607.91296	-435.37946	428.29443	-0.8991447	-1901.7638	1000.0	1000.0	158.0	369.9135	1220.0	0.0	1749.5	2780.2761	8740.0	0.0	950000.0	841.0632	843.9784	3117.273	-96.02198	-848.5771	179.13281	9997.493885278702
96	-428.75586	207.20192	-4.2236485	-691.9	-268.14938	174.43239	0.123283245	-600.4674	1000.0	1000.0	1165.0	1925.9814	6170.0	0.0	1104.5	1863.2645	6340.0	0.0	960000.0	795.49493	785.0375	3496.645	-105.21224	-802.6075	187.88252	10102.639236211777
97	-394.7874	216.86084	23.40181	-649.4802	-447.04077	273.34708	23.490328	-1309.6237	1000.0	1000.0	833.0	1279.7426	4010.0	0.0	855.0	1667.7365	6210.0	0.0	970000.0	788.9161	757.2134	2925.4443	-83.13277	-797.0365	189.28023	10208.828526258469
98	-440.58853	198.40797	-77.336266	-658.0849	-304.15683	169.5338	2.3267877	-635.64404	1000.0	1000.0	437.0	1148.1816	3850.0	0.0	135.0	588.45135	2700.0	0.0	980000.0	732.28796	687.1231	2715.9172	-75.36933	-737.7395	142.10359	10314.170194387436
99	-264.39984	134.1755	0.45277646	-514.73944	-231.62534	189.74713	0.04296488	-554.6036	1000.0	1000.0	1347.0	1721.7146	4300.0	0.0	288.0	587.8316	1970.0	0.0	990000.0	695.31964	617.877	2047.6407	-72.69897	-700.6271	102.99785	10419.659150838852
100	-382.18286	171.6213	-152.6973	-648.5743	-315.19843	127.94652	-57.807858	-516.20306	1000.0	1000.0	836.0	1175.3995	3180.0	0.0	1114.5	1845.0162	5830.0	0.0	1000000.0	702.8858	580.59424	2053.117	-45.61428	-711.6879	130.16676	10525.199034929276
