Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
88	0.15397395	0.4496188	0.97870344	-0.6930693	0.012257013	0.7477426	1.7742795	-1.4985225	1000.0	1000.0	201.0	533.71246	1790.0	0.0	1514.0	2045.804	7040.0	0.0	880000.0	-3745714.5	3821494.5	187206.1	-9551646.0	3825342.8	2872745000.0	9320.677150249481
89	0.233905	0.4829231	1.3026153	-0.33308738	0.1420767	0.44684693	1.0335368	-0.64134544	1000.0	1000.0	37.0	74.83983	210.0	0.0	1102.0	1977.065	5850.0	0.0	890000.0	-4767226.0	4850230.0	0.9217472	-12063703.0	4865774.5	2297069300.0	9423.901041269302
90	-0.08626787	0.23922017	0.121004544	-0.7510492	0.04092153	0.36571267	0.85700524	-0.48038813	1000.0	1000.0	524.0	1048.0858	2650.0	0.0	169.0	419.2839	1810.0	0.0	900000.0	-5927201.0	5996760.0	34.896637	-13865594.0	6025064.5	2334680800.0	9526.940076589584
91	0.092915356	0.20248035	0.45707	-0.19130225	-0.0015539012	0.12792479	0.45996833	-0.29860082	1000.0	1000.0	155.0	316.70966	920.0	0.0	320.5	740.908	2440.0	0.0	910000.0	-6814133.0	6880148.0	42.882538	-15694941.0	6921575.0	2036754700.0	9630.434528589249
92	-0.13370097	0.43830842	0.8441438	-0.94257355	-0.13530163	0.3176205	0.33757317	-1.084147	1000.0	1000.0	1214.0	1683.046	4930.0	0.0	324.0	666.1336	2190.0	0.0	920000.0	-7642164.0	7701048.5	236.0167	-17251566.0	7749945.0	1863548300.0	9733.454062223434
93	-0.09513013	0.39228246	0.5272405	-0.8090656	-0.004948111	0.83212304	1.2792975	-3.1627371	1000.0	1000.0	1362.0	2794.0286	8200.0	0.0	553.5	1382.2744	4720.0	0.0	930000.0	-8270852.5	8323431.0	200.82486	-18262476.0	8374299.0	1891962900.0	9836.470102787018
94	0.115639165	0.6996615	0.94852567	-1.6729467	0.023935921	1.1022348	1.9103497	-4.0918903	1000.0	1000.0	354.0	708.6918	1840.0	0.0	616.0	953.90985	3030.0	0.0	940000.0	-8581945.0	8627005.0	22.092442	-18901494.0	8678185.0	1753943300.0	9940.486967802048
95	0.025796607	0.25192976	0.39336896	-0.6443695	0.030562034	0.37756667	1.3475342	-0.6521746	1000.0	1000.0	228.0	456.0	1140.0	0.0	970.0	1492.1125	5650.0	0.0	950000.0	-8803447.0	8844186.0	55.384983	-20223810.0	8908150.0	1689664000.0	10044.40314912796
96	-0.2606059	0.558277	0.4244501	-1.5925211	-0.17502317	1.4513938	4.5131054	-2.8165247	1000.0	1000.0	664.0	1014.46735	2730.0	0.0	786.5	1625.2115	6420.0	0.0	960000.0	-9233982.0	9270455.0	1.0754606	-21527010.0	9336542.0	1853674800.0	10148.441283226013
97	-0.009089192	2.1116178	2.7753599	-5.5548677	0.0672968	0.91054016	2.4949293	-1.425106	1000.0	1000.0	1659.0	1751.4705	5040.0	0.0	641.0	1310.0453	5060.0	0.0	970000.0	-9357740.0	9388327.0	142.46506	-22151436.0	9459797.0	1591974700.0	10252.979849100113
98	0.11063256	1.6034559	4.2984266	-1.8751625	0.15616414	0.27280092	0.87075114	-0.22082405	1000.0	1000.0	678.0	1448.6738	4530.0	0.0	249.0	749.946	2700.0	0.0	980000.0	-9589199.0	9615415.0	7.992119	-23851718.0	9690772.0	1742860000.0	10356.115363836288
99	0.2637413	1.2247043	3.6569254	-1.3755436	0.12484844	0.700816	1.3848718	-2.0839255	1000.0	1000.0	897.0	1481.459	4590.0	0.0	438.0	803.023	2650.0	0.0	990000.0	-9436157.0	9458860.0	57.537235	-24525208.0	9525513.0	1616410900.0	10459.31963467598
100	0.5211627	1.340302	2.7862902	-2.222276	-0.068983994	0.8921725	2.8009415	-1.8213761	1000.0	1000.0	686.0	1135.9155	3840.0	0.0	804.5	1130.0641	3570.0	0.0	1000000.0	-9283520.0	9303755.0	152.86426	-25161188.0	9368800.0	1549707600.0	10562.986384153366
