Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
14	-197.3434	70.171486	-76.74367	-357.32816	302.0	811.38525	3150.0	0.0	1000.0	261150.0	0.8705	-22.979824	1.9804986	9.862722	-27.050526	76.83202	1.8562331	84.2727	-5.3910155	6.1035155e-09	-0.0125532355	-3.90625e-07	-0.10227344	55.6236	-12.211685	13493.634	-1148.5732	0	0	1.6006899	0.0	1.8680892	0.009010997	300000.0	2916.1519622802734
15	-275.01447	119.42027	-94.884026	-457.2469	687.5	1703.5518	6250.0	0.0	1000.0	274900.0	0.8590625	-20.262878	2.1935534	-7.0909505	-25.250946	58.68363	3.3281806	67.88458	-47.969425	-1.2207031e-08	-0.012538373	5.859375e-07	0.032695312	177.47337	-45.84166	38364.562	-113.75781	0	0	1.557555	0.0	1.8649273	0.008984703	320000.0	3110.6064817905426
16	-248.10428	101.30825	-74.147766	-452.85718	222.0	505.7529	1920.0	0.0	1000.0	279340.0	0.8215882352941176	-26.538841	1.9867051	3.346173	-28.85865	63.193012	3.533092	81.741554	-57.562923	0.0	-0.013077417	-1.171875e-06	0.042550392	95.988815	-10.944984	10337.708	-1480.8887	0	0	1.5667042	0.0	1.8611808	0.009056297	340000.0	3304.3194983005524
17	-274.59235	116.74801	-84.85165	-546.2398	1248.0	1774.0056	6200.0	0.0	1000.0	304300.0	0.8452777777777778	-25.160215	2.6682212	9.392265	-29.228046	24.848125	8.311706	58.895504	-44.887188	-3.967285e-08	-0.012679449	1.5625e-06	-0.1275795	128.31995	-13.100693	56519.75	-7332.379	0	0	1.5782616	0.0	1.8944631	0.008929834	360000.0	3498.459626674652
18	-216.25679	78.30451	-72.98275	-329.10657	395.5	1359.2662	6100.0	0.0	1000.0	312210.0	0.8216052631578947	-26.941885	3.350548	1.0765188	-32.69003	81.00338	3.1089315	92.56557	-4.7383137	1.8310548e-08	-0.012814411	0.0	-0.013602343	82.82351	-30.183048	21872.11	-2042.7246	0	0	1.5175872	0.0	1.884716	0.008710614	380000.0	3691.5161106586456
19	-284.34128	113.83741	-96.07151	-573.18427	546.5	907.7349	2750.0	0.0	1000.0	323140.0	0.80785	-22.549625	2.9504497	-5.907443	-30.526087	39.69835	18.9038	66.70824	-48.712475	1.2207031e-08	-0.012876855	0.0	0.02960371	143.90535	-44.101143	19309.346	-1345.5312	0	0	1.5692722	0.0	1.8538598	0.008972242	400000.0	3885.6493690013885
20	-291.95892	151.51416	-63.523476	-592.78754	1041.0	1482.339	5210.0	0.0	1000.0	343960.0	0.818952380952381	-27.925556	3.784194	11.533572	-34.363247	47.332882	18.335964	71.19534	-49.652157	1.8310548e-08	-0.013250629	1.953125e-06	0.014782422	199.05336	-36.11287	35550.8	-3324.455	0	0	1.476094	0.0	1.867245	0.00880123	420000.0	4080.266130924225
21	-297.87555	86.25954	-153.83548	-499.1051	462.0	1435.2198	6390.0	0.0	1000.0	353200.0	0.8027272727272727	-29.457693	4.9022136	-5.159761	-39.15711	91.975876	4.3374543	96.95497	9.090874	3.051758e-08	-0.013690289	-3.90625e-07	-0.0040363283	83.0188	-22.77375	26758.28	-1436.2891	0	0	1.4375399	0.0	1.8352818	0.009096876	440000.0	4274.352075815201
22	-245.65593	85.572586	-87.80205	-439.04132	478.0	992.5553	4140.0	0.0	1000.0	362760.0	0.788608695652174	-28.736044	4.437653	-3.2472312	-38.6369	63.209175	4.5294557	89.71356	-46.444607	9.155274e-09	-0.012959258	-7.8125e-07	-0.048427343	89.83175	-37.048954	17366.87	-233.51953	0	0	1.565204	0.0	1.818639	0.009104389	460000.0	4468.033104658127
23	-264.23798	100.216774	-59.273434	-450.2283	1357.5	1879.489	5320.0	0.0	1000.0	389910.0	0.8123125	-25.025913	4.0534844	-7.927863	-37.777683	54.302742	2.1547983	86.44476	-47.926235	0.0	-0.013421976	7.8125e-07	0.031020314	80.45878	-27.224266	56243.957	-4757.199	0	0	1.4979681	0.0	1.8267506	0.009588399	480000.0	4662.038763999939
