Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
10	0.13257337	0.14188085	0.37014323	-0.16925946	0.0	0.0	0.0	0.0	1000.0	194.0	0.0008818181818181819	0.01225321	0.03566301	0.1851797	-0.09995709	-0.6391576	2.8343568	21.280714	-12.246517	-1.1444092e-09	-0.0024550385	-4.577637e-09	-8.7142944e-05	0.001259445	-0.00022572523	7.8234463	-7.492207	0	0	1.0	1.8030542	0.0017595575	220000	1742.6896996498108
11	0.12611422	0.1700612	0.39924246	-0.31104526	0.0	0.0	0.0	0.0	1000.0	194.0	0.0008083333333333333	0.01744255	0.037505206	0.16676576	-0.10280472	0.0021365357	0.31083536	6.6684012	-1.9549199	-1.5258789e-09	-0.01681378	-2.2888185e-09	-0.0001884636	0.0012721218	-0.0003083907	0.086378634	-0.07352923	0	0	79.0	1.8032188	0.006250163	240000	1919.8114185333252
12	0.33211502	0.32466263	1.4191812	-0.15434054	0.0	0.0	0.0	0.0	1000.0	194.0	0.0007461538461538462	0.009988837	0.03586036	0.1373857	-0.10174249	0.03872618	0.1432168	3.0785885	-3.0376775	-6.1035155e-09	-0.014748571	1.1444092e-09	-8.923149e-06	0.00507797	-0.0015828388	0.020789716	-0.013297442	0	0	79.0	1.802845	0.007803269	260000	2097.994059562683
13	0.46451312	0.3666932	1.8035955	0.046680182	3.6	14.58561	67.0	0.0	1000.0	266.0	0.00095	0.03427535	0.039031178	0.21014602	-0.09060465	0.03830304	0.18199031	6.7818885	-1.5494794	-1.2207031e-08	-0.015884057	-1.2207031e-08	0.002592108	0.004981232	-0.0011339244	7.062042	-1.0641212	0	0	79.0	1.7736719	0.0074283388	280000	2275.1023037433624
14	0.69313335	0.5639404	1.8540096	0.12528497	8.25	35.960915	165.0	0.0	1000.0	431.0	0.0014366666666666666	0.041861486	0.03891469	0.19520466	-0.11555555	0.52671003	0.7258297	3.7391436	-5.5504885	7.6293943e-10	-0.015793152	1.2207031e-08	-0.0025702147	0.016839333	-0.0048303977	42.00597	-25.635643	0	0	79.0	1.7570283	0.009524927	300000	2452.0164806842804
15	0.5678277	0.6107161	1.9435536	-0.1436218	0.0	0.0	0.0	0.0	1000.0	431.0	0.001346875	0.04741436	0.07407202	0.3586521	-0.237164	0.5259941	2.6658244	39.081703	-8.290155	0.0	-0.0027315002	-1.6784668e-08	0.0016037327	0.010503871	-0.0030462183	6.2134852	-5.8238297	0	0	4.0	1.6972923	0.0078637395	320000	2605.6444883346558
16	0.7526657	0.5999961	2.1095965	-0.049422644	1.4	4.247352	16.0	0.0	1000.0	459.0	0.00135	0.05894191	0.06440789	0.40202525	-0.13848309	0.19154818	0.5578431	5.885333	-3.6275532	0.0	-0.0018542061	1.2207031e-08	0.0002959366	0.01402708	-0.0028975112	1.0613034	-0.3343711	0	0	1.0	1.6969069	0.0024369445	340000	2758.7707529067993
17	0.8221718	0.6697072	2.0745115	-0.19505775	26.9	83.51581	337.0	0.0	1000.0	997.0	0.0027694444444444446	0.09582179	0.08148687	0.38760814	-0.13374172	0.1476187	0.44771275	5.549373	-2.6971955	1.7166137e-09	-0.0014623071	8.5449216e-08	0.00083798217	0.015152246	-0.0033647576	146.88562	-116.373634	0	0	1.0	1.6969011	0.001569144	360000	2912.906890153885
18	0.7943982	0.68630207	2.1983101	-0.010348408	12.9	55.093468	253.0	0.0	1000.0	1255.0	0.0033026315789473682	0.093593664	0.07682533	0.40192583	-0.11719845	2.187667	7.4500766	52.542416	-13.92215	1.5258789e-09	-0.0023565188	4.8828124e-08	-0.0020706055	0.014031787	-0.0030304259	108.983	-70.07042	0	0	1.0	1.6966448	0.0026176018	380000	3066.1956884860992
19	1.0437207	0.8176425	3.3498821	0.15960462	41.9	125.772385	443.0	0.0	1000.0	2093.0	0.0052325	0.092430614	0.07062403	0.36015406	-0.15649118	1.3378859	2.2909472	16.60458	-6.149266	2.2888184e-08	-0.0022418427	-7.324219e-08	0.0010408692	0.020592444	-0.0048561934	296.0529	-189.78653	0	0	1.0	1.6965394	0.0025667911	400000	3219.139673471451
20	0.8690621	0.573241	1.8541795	-0.17650324	43.8	123.306366	414.0	0.0	1000.0	2969.0	0.007069047619047619	0.105946	0.09807839	0.44791207	-0.22274016	4.0459523	7.231115	44.094604	-14.806478	1.5258789e-09	-0.0014584991	1.7089843e-07	-0.001579248	0.015830766	-0.0046065766	325.2802	-292.62747	0	0	1.0	1.6965692	0.0031424135	420000	3394.609559774399
21	1.0973921	1.1418968	4.692677	0.15318891	5.25	20.101927	92.0	0.0	1000.0	3074.0	0.006986363636363636	0.07851297	0.07822676	0.40651354	-0.13248163	4.7782373	8.147664	49.791096	-14.157046	-1.5258789e-09	-0.0026370452	-6.1035155e-09	-0.001802588	0.023872694	-0.0072807968	80.97185	-73.3435	0	0	1.0	1.6966474	0.0019919425	440000	3566.525730371475
22	1.1590474	0.7598711	2.653786	0.17526151	24.3	98.61242	453.0	0.0	1000.0	3560.0	0.007739130434782609	0.12067251	0.10762588	0.53630203	-0.16473953	1.0678029	1.9617051	9.031003	-11.282553	6.1035155e-09	-0.002639749	0.0	-0.0016103272	0.018929519	-0.002932258	161.8462	-88.97084	0	0	1.0	1.6968362	0.0057484987	460000	3738.3981058597565
23	1.3235097	0.74538505	2.3266575	0.18691881	53.45	132.61276	486.0	0.0	1000.0	4629.0	0.00964375	0.19349921	0.10974276	0.626321	-0.19238956	3.009095	4.2632027	30.859653	-7.974411	-4.577637e-09	-0.0010264015	-2.4414062e-08	-0.0032574951	0.02571303	-0.007113045	313.33264	-140.34967	0	0	1.0	1.6969244	0.0033689362	480000	3913.409380197525
24	1.618743	0.99447435	4.96566	0.56261474	59.2	111.23335	336.0	0.0	1000.0	5813.0	0.011626	0.16131331	0.10389661	0.538251	-0.18125874	4.437037	4.657299	29.086493	-6.6050878	-1.8310548e-08	-0.0010619202	-1.4648438e-07	-0.0009015137	0.025897486	-0.0059486628	323.90726	-168.1309	0	0	1.0	1.6970139	0.0085269455	500000	4081.2176382541656
25	1.4751632	0.81868535	2.665339	0.39293078	41.85	90.512024	280.0	0.0	1000.0	6650.0	0.012788461538461538	0.15272151	0.116096996	0.58931375	-0.18221883	6.543916	8.368726	37.761288	-13.83118	-3.8146972e-10	-0.0027807788	-1.4648438e-07	0.0013984374	0.02233523	-0.0063338187	267.63177	-152.89828	0	0	1.0	1.697418	0.0018653272	520000	4249.101160287857
26	1.3687552	0.7471091	3.1284263	0.25906888	62.1	109.68586	398.0	0.0	1000.0	7892.0	0.014614814814814815	0.10396593	0.12180268	0.6014123	-0.28648695	4.0093575	5.8694706	46.246693	-10.827959	-9.536744e-10	-0.0016253975	-9.765625e-08	-0.0078774905	0.017552117	-0.006065134	304.9755	-199.8268	0	0	1.0	1.6977658	0.0029219089	540000	4422.0781054496765
27	1.8902531	0.93968767	4.021551	0.41883025	56.25	105.84416	447.0	0.0	1000.0	9017.0	0.016101785714285714	0.17995013	0.12006878	0.6719889	-0.115918376	7.9319296	8.62272	54.231667	-13.187304	-2.2888185e-09	-0.0016504485	3.6621095e-08	-0.00454021	0.027854174	-0.010096578	324.93396	-191.04779	0	0	1.0	1.6981165	0.0017487614	560000	4595.558285236359
28	2.0807261	1.0855258	3.9278584	0.4000527	107.95	125.54938	356.0	0.0	1000.0	11176.0	0.01926896551724138	0.20693393	0.15617263	0.7566121	-0.23764253	5.964621	6.178957	38.478764	-12.279217	-1.5258789e-09	-0.0021127295	-1.953125e-07	-0.0058099367	0.03299341	-0.014843751	483.4108	-370.48727	0	0	1.0	1.6985884	0.0036039986	580000	4793.217036008835
29	2.2377605	1.0574456	4.039231	0.6544381	62.35	107.68856	346.0	0.0	1000.0	12423.0	0.020705	0.2517347	0.15993777	0.8896164	-0.24851254	9.597757	12.715826	72.13538	-18.30786	1.449585e-08	-0.0027063445	-7.324219e-08	-0.008886157	0.03486457	-0.008841366	378.54614	-288.38312	0	0	1.0	1.6989377	0.002498791	600000	4969.223324775696
30	2.545552	1.1006517	4.250486	0.20622906	30.95	45.625076	124.0	0.0	1000.0	13042.0	0.021035483870967743	0.22079429	0.16876812	0.87827337	-0.30081224	8.912906	12.772482	68.03763	-22.571238	-7.629395e-09	-0.002509207	-5.493164e-08	-0.0010571472	0.035060283	-0.012061205	235.2412	-175.70294	0	0	1.0	1.6991031	0.0033431184	620000	5149.522867202759
31	2.4776428	1.2122676	4.689942	0.8013033	20.4	56.1733	238.0	0.0	1000.0	13450.0	0.021015625	0.25547826	0.1843321	0.99988	-0.22015691	3.8957202	4.6326003	25.102415	-14.592338	-1.5258789e-09	-0.0028953475	0.0	0.0034010743	0.032850534	-0.009781368	108.7436	-47.622986	0	0	1.0	1.6994349	0.001980917	640000	5337.837294340134
32	2.6818786	1.2488376	5.1129503	0.61916304	102.2	145.6024	500.0	0.0	1000.0	15494.0	0.023475757575757577	0.24944727	0.1961581	0.9463334	-0.2838425	2.9267478	4.0473704	20.390009	-10.205318	-1.8310548e-08	-0.0031489348	1.953125e-07	-0.0005039062	0.031119091	-0.011282396	488.98334	-254.57799	0	0	1.0	1.6996717	0.002243575	660000	5528.251809835434
33	3.319081	1.164917	5.9135227	1.098345	34.45	54.405403	180.0	0.0	1000.0	16183.0	0.023798529411764704	0.32366285	0.19484836	1.1756057	-0.18470076	11.015617	8.259768	48.373024	-10.185474	-7.629395e-09	-0.0035817474	1.0986328e-07	-7.86499e-05	0.04823971	-0.017752258	170.16078	-114.726295	0	0	1.0	1.6998963	0.0020050777	680000	5719.054661273956
34	3.8440385	1.0476379	5.9093275	1.6996405	54.75	101.15724	329.0	0.0	1000.0	17278.0	0.024682857142857142	0.35737383	0.21622652	1.2810658	-0.18803671	5.522987	5.870089	30.114887	-14.046667	7.247925e-09	-0.0029775877	1.2207032e-07	-0.003155847	0.03788265	-0.012873042	266.38104	-150.07361	0	0	1.0	1.6999779	0.0024775695	700000	5905.055405139923
35	4.3505344	1.2085655	6.704215	1.7053424	71.95	118.8236	393.0	0.0	1000.0	18717.0	0.025995833333333333	0.36546147	0.2537487	1.4021316	-0.3432314	5.0214777	6.822178	38.140133	-18.91844	-1.525879e-08	-0.0031889617	1.2207032e-07	0.0023936036	0.04841224	-0.018738084	364.02136	-209.82964	0	0	1.0	1.6998751	0.001591253	720000	6088.380206823349
