Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
14	-252.07681	67.81864	-111.13273	-380.29117	346.5	983.7239	4270.0	0.0	1000.0	250770.0	0.8359	-27.908844	4.1844907	-6.8246193	-35.305637	79.11623	1.9467866	81.85897	-67.232056	-1.0681152e-08	-0.01007375	5.859375e-07	0.00050683593	49.565025	-12.569553	15850.646	-1104.3662	0	0	1.9717276	0.0	1.858187	0.008811272	300000.0	2874.841870069504
15	-325.40485	129.19125	-79.719505	-603.2097	400.0	1228.5886	5560.0	0.0	1000.0	258770.0	0.80865625	-25.766813	3.0927064	-10.748055	-33.403553	60.948074	2.8652785	61.682297	-37.9627	-3.3569336e-08	-0.013151917	-1.953125e-07	-0.14094122	191.56151	-64.63993	16154.453	-767.208	0	0	1.5922357	0.0	1.8877074	0.00835749	320000.0	3066.2502098083496
16	-295.43582	94.35698	-136.19843	-458.9332	213.0	448.53204	1500.0	0.0	1000.0	263030.0	0.7736176470588235	-31.753925	6.2409735	17.922983	-37.0944	33.052387	9.916631	57.552593	-35.231384	-9.155274e-09	-0.009567617	6.835937e-07	-0.04874795	80.69954	-16.900696	4000.7893	-353.25122	0	0	1.9868599	0.0	1.8904938	0.008268796	340000.0	3256.4785175323486
17	-339.00043	128.63927	-100.31186	-603.17035	1334.5	2087.8325	6960.0	0.0	1000.0	289720.0	0.8047777777777778	-30.22622	4.203569	3.1549883	-36.04594	23.464537	11.226777	58.428524	-35.255394	1.0681152e-08	-0.012482677	-5.859375e-07	-0.054634962	152.94537	-28.35852	71817.4	-8509.379	0	0	1.9535791	0.0	1.8896036	0.0090420125	360000.0	3447.4378490448
18	-275.05756	85.704895	-121.49623	-449.60504	599.5	1203.7627	4220.0	0.0	1000.0	301710.0	0.7939736842105263	-32.97806	6.2614574	30.075575	-39.137753	88.72315	0.927986	91.00211	-19.948322	1.2207031e-08	-0.00964176	1.953125e-07	0.061772462	94.64349	-35.662243	21217.314	-442.8711	0	0	2.055646	0.0	1.8574595	0.009293327	380000.0	3638.009449005127
19	-350.78992	119.880196	-157.51729	-633.8786	502.5	989.91345	4010.0	0.0	1000.0	311760.0	0.7794	-28.945847	3.0992095	-3.0374846	-34.760155	76.89122	1.1108584	78.60956	37.329727	1.8310548e-08	-0.010575885	7.8125e-07	0.04904609	141.41748	-39.060272	14660.795	-602.709	0	0	1.9161438	0.0	1.8127043	0.009039482	400000.0	3828.2385127544403
20	-344.8929	137.3863	-144.81927	-668.39716	946.0	1539.7285	4990.0	0.0	1000.0	330680.0	0.7873333333333333	-33.834778	5.5023828	3.4114666	-39.494827	56.191143	4.702972	65.38846	-27.65643	1.8310548e-08	-0.009967213	-3.125e-06	-0.05973008	138.31625	-9.8329315	41990.04	-1009.5664	0	0	2.0455778	0.0	1.8294232	0.00917961	420000.0	4019.8536925315857
21	-346.80743	104.55022	-114.78871	-538.32513	344.5	921.13226	3100.0	0.0	1000.0	337570.0	0.7672045454545454	-34.934776	6.3065104	25.382948	-41.966675	75.84247	3.1172478	79.264496	-40.722115	-3.051758e-08	-0.013671734	7.8125e-07	-0.070621096	106.98956	-24.870255	14727.107	-1440.4521	0	0	1.499739	0.0	1.8076432	0.009372054	440000.0	4210.304039478302
22	-297.393	81.31677	-137.7663	-490.30252	558.5	898.0271	3250.0	0.0	1000.0	348740.0	0.7581304347826087	-33.549454	6.5302086	38.452625	-41.065186	39.625	10.333367	70.39829	-64.45526	1.2207031e-08	-0.01017052	5.859375e-07	-0.07420957	87.52835	-24.846226	17420.146	-453.2422	0	0	1.960233	0.0	1.8205644	0.009473385	460000.0	4401.314256191254
23	-309.29282	107.49995	-128.85721	-494.7106	857.0	976.7604	2650.0	0.0	1000.0	365880.0	0.76225	-29.56836	5.599824	40.723072	-40.298378	54.507412	5.4352617	72.08002	-3.5821993	3.967285e-08	-0.011345872	-9.765625e-07	-0.059830274	97.63762	-10.849892	20044.727	-1013.25195	0	0	1.8052027	0.0	1.821234	0.00868156	480000.0	4591.862229585648
